type,price,beds,bath,propertysqft,state,administrative_area_level_2,locality,sublocality,latitude,longitude,borough,price_per_sqft,price_range
Co-Op,1050000,1,1,2184.207862,"New York, NY 10003",New York County,New York,Manhattan,40.7316673,-73.996478,Manhattan,480.72,$1M–$2M
Condo,2200000,2,2,1308.0,"Manhattan, NY 10021",New York,New York County,New York,40.7740269,-73.9632939,Manhattan,1681.96,$2M–$5M
House,650000,3,2,1218.0,"Staten Island, NY 10304",United States,New York,Richmond County,40.6306934,-74.0794192,Staten Island,533.66,$500K–$1M
House,345000,3,2,2184.207862,"Queens, NY 11412",United States,New York,Queens County,40.701334,-73.772164,Queens,157.95,< $500K
Townhouse,7850000,5,4,6060.0,"Manhattan, NY 10003",United States,New York,New York County,40.7366749,-73.9860561,Manhattan,1295.38,$5M–$10M
Multi-Family,4999000,8,5,4120.0,"Manhattan, NY 10019",United States,New York,New York County,40.764924,-73.9907911,Manhattan,1213.35,$2M–$5M
House,4900000,4,2,3100.0,"New York, NY 10075",United States,New York,New York County,40.7742274,-73.9588396,Manhattan,1580.65,$2M–$5M
House,1578000,5,3,2152.0,"Fresh Meadows, NY 11365",United States,New York,Queens County,40.7346802,-73.7905086,Queens,733.27,$1M–$2M
House,715000,3,2,2184.207862,"Saint Albans, NY 11412",United States,New York,Queens County,40.701497,-73.7613803,Queens,327.35,$500K–$1M
Townhouse,600000,3,1,2184.207862,"Brooklyn, NY 11233",New York,Kings County,Brooklyn,40.6786381,-73.910662,Brooklyn,274.7,$500K–$1M
House,850000,3,2,1090.0,"Staten Island, NY 10304",United States,New York,Richmond County,40.5952951,-74.1039687,Staten Island,779.82,$500K–$1M
Condo,1949000,2,2,1288.0,"New York, NY 10009",New York,New York County,New York,40.7234874,-73.976864,Manhattan,1513.2,$1M–$2M
Multi-Family,1599999,5,4,3773.0,"Staten Island, NY 10312",United States,New York,Richmond County,40.5461245,-74.1826661,Staten Island,424.07,$1M–$2M
House,640000,3,2,1110.0,"Staten Island, NY 10308",United States,New York,Richmond County,40.542861,-74.154978,Staten Island,576.58,$500K–$1M
Contingent,799900,3,4,3510.0,"Staten Island, NY 10301",United States,New York,Richmond County,40.641795,-74.090599,Staten Island,227.89,$500K–$1M
Contingent,695000,3,1,650.0,"New York, NY 10003",New York,New York County,New York,40.727533,-73.99017,Manhattan,1069.23,$500K–$1M
Contingent,740000,3,2,1976.0,"Staten Island, NY 10305",United States,New York,Richmond County,40.6020874,-74.071448,Staten Island,374.49,$500K–$1M
Co-Op,329000,1,1,764.0,"Brooklyn, NY 11209",New York,Kings County,Brooklyn,40.6141658,-74.0353827,Brooklyn,430.63,< $500K
Multi-Family,750000,4,2,2340.0,"Bronx, NY 10466",United States,New York,Bronx County,40.8959494,-73.85177,Bronx,320.51,$500K–$1M
House,1450000,4,4,1746.0,"Brooklyn, NY 11209",United States,New York,Kings County,40.6212482,-74.0338909,Brooklyn,830.47,$1M–$2M
Condo,1999999,3,3,1800.0,"Brooklyn, NY 11235",New York,Kings County,Brooklyn,40.5770098,-73.958346,Brooklyn,1111.11,$1M–$2M
House,899888,4,2,2185.0,"Staten Island, NY 10314",United States,New York,Richmond County,40.6215947,-74.1404429,Staten Island,411.85,$500K–$1M
Co-Op,379000,2,1,900.0,"Flushing, NY 11367",New York,Queens County,Queens,40.7194655,-73.8183058,Queens,421.11,< $500K
Multi-Family,879000,4,2,1824.0,"Staten Island, NY 10308",United States,New York,Richmond County,40.5452993,-74.1492507,Staten Island,481.91,$500K–$1M
Co-Op,1030000,2,2,1077.0,"New York, NY 10128",New York,New York County,New York,40.7849374,-73.9480901,Manhattan,956.36,$1M–$2M
Co-Op,699999,1,2,2184.207862,"New York, NY 10024",New York,New York County,New York,40.7826608,-73.9723737,Manhattan,320.48,$500K–$1M
Co-Op,388000,2,1,2184.207862,"Forest Hills, NY 11375",United States,New York,Queens County,40.7272034,-73.8471901,Queens,177.64,< $500K
Condo,1750000,1,1,937.0,"Manhattan, NY 10003",New York,New York County,New York,40.7330327,-73.9891825,Manhattan,1867.66,$1M–$2M
Co-Op,995000,1,1,2184.207862,"Brooklyn, NY 11249",New York,Kings County,Brooklyn,40.7201147,-73.9581256,Brooklyn,455.54,$500K–$1M
House,599999,5,4,2184.207862,"Jamaica, NY 11436",United States,New York,Queens County,40.6836616,-73.7970345,Queens,274.7,$500K–$1M
Co-Op,300000,1,1,2184.207862,"Manhattan, NY 10026",New York,New York County,New York,40.8050658,-73.9524985,Manhattan,137.35,< $500K
Co-Op,389000,1,1,900.0,"Elmhurst, NY 11373",New York,Queens County,Queens,40.7427717,-73.8796707,Queens,432.22,< $500K
Co-Op,875000,1,2,2184.207862,"New York, NY 10021",New York,New York County,New York,40.7710157,-73.9642556,Manhattan,400.6,$500K–$1M
Condo,3000000,3,3,2100.0,"Manhattan, NY 10022",United States,New York,New York County,40.7590132,-73.9612618,Manhattan,1428.57,$2M–$5M
Multi-Family,850000,3,2,2194.0,"Bronx, NY 10465",United States,New York,Bronx County,40.8467388,-73.8189548,Bronx,387.42,$500K–$1M
Townhouse,3595000,5,4,4675.0,"New York, NY 10031",United States,New York,New York County,40.828721,-73.947403,Manhattan,768.98,$2M–$5M
House,925000,3,2,2184.207862,"Woodside, NY 11377",United States,New York,Queens County,40.737003,-73.904942,Queens,423.49,$500K–$1M
House,799000,5,3,2184.207862,"Queens Village, NY 11429",United States,New York,Queens County,40.7039425,-73.7459355,Queens,365.81,$500K–$1M
House,1880000,3,5,1920.0,"Flushing, NY 11355",United States,New York,Queens County,40.7492709,-73.8119666,Queens,979.17,$1M–$2M
Co-Op,375000,3,1,2184.207862,"Manhattan, NY 10036",New York,New York County,New York,40.764038,-73.993548,Manhattan,171.69,< $500K
Co-Op,269000,1,1,625.0,"Brooklyn, NY 11209",New York,Kings County,Brooklyn,40.632218,-74.0321902,Brooklyn,430.4,< $500K
House,925000,3,2,2184.207862,"Woodside, NY 11377",United States,New York,Queens County,40.737003,-73.904942,Queens,423.49,$500K–$1M
House,799000,5,3,2184.207862,"Queens Village, NY 11429",United States,New York,Queens County,40.7039425,-73.7459355,Queens,365.81,$500K–$1M
House,4500000,6,4,2184.207862,"Whitestone, NY 11357",United States,New York,Queens County,40.7880839,-73.8180817,Queens,2060.24,$2M–$5M
House,589000,3,2,1120.0,"Brooklyn, NY 11208",United States,New York,Kings County,40.6697595,-73.8692311,Brooklyn,525.89,$500K–$1M
Co-Op,239000,1,1,700.0,"Brooklyn, NY 11229",New York,Kings County,Brooklyn,40.6073781,-73.9601827,Brooklyn,341.43,< $500K
Co-Op,385000,1,1,2184.207862,"Jackson Heights, NY 11372",New York,Queens County,Queens,40.7505242,-73.8847507,Queens,176.27,< $500K
Condo,1000000,1,1,773.0,"New York, NY 10036",New York,New York County,New York,40.7574596,-73.9793586,Manhattan,1293.66,$500K–$1M
Co-Op,130000,3,1,2184.207862,"Jamaica, NY 11432",New York,Queens County,Queens,40.7104509,-73.7982064,Queens,59.52,< $500K
Contingent,789888,4,2,1865.0,"Staten Island, NY 10312",United States,New York,Richmond County,40.5476973,-74.1752129,Staten Island,423.53,$500K–$1M
House,798000,3,2,760.0,"Corona, NY 11368",United States,New York,Queens County,40.7392555,-73.8523054,Queens,1050.0,$500K–$1M
Co-Op,495000,1,1,2184.207862,"New York, NY 10003",New York,New York County,New York,40.7238926,-73.9893733,Manhattan,226.63,< $500K
Condo,555000,1,1,649.0,"Fresh Meadows, NY 11366",New York,Queens County,Queens,40.7206509,-73.808539,Queens,855.16,$500K–$1M
Co-Op,1274000,3,2,2184.207862,"New York, NY 10016",New York,New York County,New York,40.7482245,-73.9795398,Manhattan,583.28,$1M–$2M
Co-Op,349000,2,1,2184.207862,"Kew Gardens, NY 11415",New York,Queens County,Queens,40.7052273,-73.8336358,Queens,159.78,< $500K
House,2500000,3,2,2184.207862,"Brooklyn, NY 11215",United States,New York,Kings County,40.6637132,-73.9806843,Brooklyn,1144.58,$2M–$5M
Townhouse,2495000,8,8,5374.0,"Bronx, NY 10471",United States,New York,Bronx County,40.8980177,-73.8977004,Bronx,464.27,$2M–$5M
Co-Op,749900,3,1,830.0,"New York, NY 10025",New York,New York County,New York,40.798921,-73.961553,Manhattan,903.49,$500K–$1M
House,1399900,4,4,3149.0,"Staten Island, NY 10305",United States,New York,Richmond County,40.5900537,-74.0906619,Staten Island,444.55,$1M–$2M
Condo,948888,2,2,950.0,"Brooklyn, NY 11209",New York,Kings County,Brooklyn,40.6163216,-74.0374941,Brooklyn,998.83,$500K–$1M
House,475000,3,2,1280.0,"Bronx, NY 10466",United States,New York,Bronx County,40.9034885,-73.8435964,Bronx,371.09,< $500K
Condo,2595000,3,3,1449.0,"Manhattan, NY 10128",New York,New York County,New York,40.7833546,-73.9499982,Manhattan,1790.89,$2M–$5M
Multi-Family,1199000,3,1,2726.0,"Staten Island, NY 10305",United States,New York,Richmond County,40.5837427,-74.0909372,Staten Island,439.84,$1M–$2M
Condo,750000,1,1,654.0,"Brooklyn, NY 11206",New York,Kings County,Brooklyn,40.708157,-73.944452,Brooklyn,1146.79,$500K–$1M
Condo,713000,2,2,1040.0,"Brooklyn, NY 11214",United States,New York,Kings County,40.5855131,-73.9883977,Brooklyn,685.58,$500K–$1M
Co-Op,300000,1,1,2184.207862,"Woodside, NY 11377",New York,Queens County,Queens,40.7464499,-73.89982,Queens,137.35,< $500K
Co-Op,2695000,3,3,2184.207862,"Manhattan, NY 10024",New York,New York County,New York,40.7843128,-73.9814804,Manhattan,1233.86,$2M–$5M
Co-Op,450000,2,2,2184.207862,"Glen Oaks, NY 11004",New York,Queens County,Queens,40.7475547,-73.718359,Queens,206.02,< $500K
Co-Op,699000,1,1,2184.207862,"New York, NY 10025",New York,New York County,New York,40.7959993,-73.9723278,Manhattan,320.02,$500K–$1M
Townhouse,10950000,8,8,9555.0,"New York, NY 10024",United States,New York,New York County,40.7826176,-73.9820502,Manhattan,1146.0,$10M–$50M
Co-Op,225000,1,1,2184.207862,"Floral Park, NY 11005",United States,New York,Queens County,40.7577974,-73.7159601,Queens,103.01,< $500K
Condo,5925000,3,4,2539.0,"Brooklyn, NY 11201",New York,Kings County,Brooklyn,40.7022,-73.990838,Brooklyn,2333.6,$5M–$10M
Co-Op,225000,1,1,2184.207862,"Floral Park, NY 11005",United States,New York,Queens County,40.7577974,-73.7159601,Queens,103.01,< $500K
Condo,5925000,3,4,2539.0,"Brooklyn, NY 11201",New York,Kings County,Brooklyn,40.7022,-73.990838,Brooklyn,2333.6,$5M–$10M
Co-Op,255000,1,1,2184.207862,"Little Neck, NY 11362",United States,New York,Queens County,40.755562,-73.7316684,Queens,116.75,< $500K
Multi-Family,2500000,12,2,4140.0,"Brooklyn, NY 11204",United States,New York,Kings County,40.6210191,-73.9921739,Brooklyn,603.86,$2M–$5M
House,2095000,4,4,3223.0,"Jamaica, NY 11432",United States,New York,Queens County,40.7200361,-73.8007029,Queens,650.02,$2M–$5M
House,10250000,7,6,5200.0,"New York, NY 10128",United States,New York,New York County,40.7854792,-73.9528586,Manhattan,1971.15,$10M–$50M
Co-Op,750000,1,1,2184.207862,"Brooklyn, NY 11201",New York,Kings County,Brooklyn,40.6880273,-73.9950123,Brooklyn,343.37,$500K–$1M
Townhouse,2999000,9,8,5560.0,"Manhattan, NY 10035",United States,New York,New York County,40.8052328,-73.9407352,Manhattan,539.39,$2M–$5M
Co-Op,199000,3,1,650.0,"Brooklyn, NY 11218",New York,Kings County,Brooklyn,40.6449836,-73.9738362,Brooklyn,306.15,< $500K
Multi-Family,1250000,7,3,1800.0,"Brooklyn, NY 11223",United States,New York,Kings County,40.58761,-73.9698943,Brooklyn,694.44,$1M–$2M
Co-Op,2425000,2,2,1300.0,"Manhattan, NY 10003",New York,New York County,New York,40.731874,-73.9921379,Manhattan,1865.38,$2M–$5M
Co-Op,2500000,5,6,3860.0,"Manhattan, NY 10017",United States,New York,New York County,40.7524819,-73.9654633,Manhattan,647.67,$2M–$5M
Co-Op,3499000,6,8,6000.0,"Manhattan, NY 10021",United States,New York,New York County,40.7698703,-73.9611404,Manhattan,583.17,$2M–$5M
Co-Op,649000,1,2,1000.0,"Manhattan, NY 10022",United States,New York,New York County,40.7556274,-73.9614685,Manhattan,649.0,$500K–$1M
Multi-Family,998500,3,2,2184.207862,"Brooklyn, NY 11226",United States,New York,Kings County,40.6476837,-73.9519338,Brooklyn,457.15,$500K–$1M
Multi-Family,765000,4,2,1152.0,"Bronx, NY 10466",United States,New York,Bronx County,40.8847302,-73.8563591,Bronx,664.06,$500K–$1M
Condo,599000,2,2,705.0,"Jackson Heights, NY 11372",New York,Queens County,Queens,40.7494499,-73.8778676,Queens,849.65,$500K–$1M
Condo,11500000,5,5,5276.0,"Manhattan, NY 10013",United States,New York,New York County,40.7198832,-74.0033836,Manhattan,2179.68,$10M–$50M
Co-Op,595000,1,2,2184.207862,"New York, NY 10022",New York,New York County,New York,40.761641,-73.9702246,Manhattan,272.41,$500K–$1M
Co-Op,675000,1,1,2184.207862,"Manhattan, NY 10029",New York,New York County,New York,40.7957847,-73.9498024,Manhattan,309.04,$500K–$1M
Multi-Family,949000,8,3,3500.0,"Staten Island, NY 10301",United States,New York,Richmond County,40.6445278,-74.0913961,Staten Island,271.14,$500K–$1M
Condo,729000,2,2,950.0,"Flushing, NY 11354",New York,Queens County,Queens,40.7650102,-73.8167757,Queens,767.37,$500K–$1M
Contingent,895000,2,1,520.0,"New York, NY 10024",New York,New York County,New York,40.7868879,-73.9805511,Manhattan,1721.15,$500K–$1M
Multi-Family,2449000,3,2,3000.0,"Bedford Stuyvesant, NY 11206",United States,New York,Kings County,40.6921191,-73.9498754,Brooklyn,816.33,$2M–$5M
Co-Op,399999,2,1,2184.207862,"Kew Gardens, NY 11415",New York,Queens County,Queens,40.7047878,-73.8344551,Queens,183.13,< $500K
Co-Op,397000,2,1,1000.0,"Elmhurst, NY 11373",New York,Queens County,Queens,40.7381747,-73.8785246,Queens,397.0,< $500K
Townhouse,950000,2,1,1800.0,"Brooklyn, NY 11232",United States,New York,Kings County,40.6594527,-73.9975913,Brooklyn,527.78,$500K–$1M
Condo,3995000,4,3,2578.0,"New York, NY 10019",New York,New York County,New York,40.7655712,-73.979561,Manhattan,1549.65,$2M–$5M
Co-Op,599000,1,1,780.0,"Brooklyn, NY 11209",Kings County,Brooklyn,Fort Hamilton,40.6230753,-74.0403471,Brooklyn,767.95,$500K–$1M
Condo,1999999,4,3,2729.0,"New York, NY 10005",New York,New York County,New York,40.7069134,-74.0085778,Manhattan,732.87,$1M–$2M
Co-Op,3370000,2,2,2184.207862,"New York, NY 10003",New York,New York County,New York,40.7321377,-73.9947952,Manhattan,1542.89,$2M–$5M
Townhouse,6995000,4,5,4187.0,"Brooklyn, NY 11201",United States,New York,Kings County,40.6894191,-73.9977098,Brooklyn,1670.65,$5M–$10M
House,1598000,4,4,2184.207862,"Flushing, NY 11367",United States,New York,Queens County,40.7392152,-73.8301205,Queens,731.62,$1M–$2M
Condo,699000,2,2,1030.0,"Flushing, NY 11354",New York,Queens County,Queens,40.7627559,-73.8168695,Queens,678.64,$500K–$1M
Co-Op,265000,3,1,650.0,"Brooklyn, NY 11235",New York,Kings County,Brooklyn,40.5757325,-73.9679335,Brooklyn,407.69,< $500K
House,1699000,5,3,2488.0,"Brooklyn, NY 11235",United States,New York,Kings County,40.5786214,-73.9515728,Brooklyn,682.88,$1M–$2M
Contingent,960000,1,1,834.0,"Brooklyn, NY 11201",New York,Kings County,Brooklyn,40.7032891,-73.9891782,Brooklyn,1151.08,$500K–$1M
Condo,1086300,2,1,780.0,"New York, NY 10024",New York,New York County,New York,40.7847793,-73.9778528,Manhattan,1392.69,$1M–$2M
Multi-Family,859000,6,4,2820.0,"Bronx, NY 10457",United States,New York,Bronx County,40.8500672,-73.885658,Bronx,304.61,$500K–$1M
House,945000,2,2,2184.207862,"Middle Village, NY 11379",United States,New York,Queens County,40.7154822,-73.8862242,Queens,432.65,$500K–$1M
Condo,549000,2,2,2184.207862,"Bronx, NY 10457",New York,Bronx County,The Bronx,40.848222,-73.9043179,Bronx,251.35,$500K–$1M
Multi-Family,969999,6,4,2184.207862,"Bronx, NY 10466",United States,New York,Bronx County,40.887362,-73.8321425,Bronx,444.1,$500K–$1M
House,1649000,8,3,2184.207862,"Brooklyn, NY 11225",United States,New York,Kings County,40.658346,-73.9583816,Brooklyn,754.96,$1M–$2M
Condo,2800000,2,2,1412.0,"New York, NY 10019",New York County,New York,Manhattan,40.7652485,-73.9824857,Manhattan,1983.0,$2M–$5M
Co-Op,449000,2,1,2184.207862,"New York, NY 10128",New York,New York County,New York,40.7810674,-73.954925,Manhattan,205.57,< $500K
Co-Op,294500,1,1,2184.207862,"Jackson Heights, NY 11372",New York,Queens County,Queens,40.7505078,-73.8851355,Queens,134.83,< $500K
Multi-Family,990000,8,4,3120.0,"Bronx, NY 10474",United States,New York,Bronx County,40.8182411,-73.8863072,Bronx,317.31,$500K–$1M
House,314000,2,1,847.0,"Staten Island, NY 10303",United States,New York,Richmond County,40.6396832,-74.1652748,Staten Island,370.72,< $500K
Co-Op,449000,2,1,2184.207862,"New York, NY 10128",New York,New York County,New York,40.7810674,-73.954925,Manhattan,205.57,< $500K
Multi-Family,1598000,7,2,2184.207862,"Fresh Meadows, NY 11365",United States,New York,Queens County,40.7375872,-73.7989142,Queens,731.62,$1M–$2M
Co-Op,208000,3,1,2184.207862,"Forest Hills, NY 11375",New York,Queens County,Queens,40.7170693,-73.8332429,Queens,95.23,< $500K
Co-Op,169900,2,1,900.0,"Bronx, NY 10460",New York,Bronx County,The Bronx,40.8363523,-73.865036,Bronx,188.78,< $500K
Co-Op,235000,1,1,2184.207862,"Rego Park, NY 11374",New York,Queens County,Queens,40.7267837,-73.8587799,Queens,107.59,< $500K
Co-Op,278000,1,1,2184.207862,"Kew Gardens, NY 11415",New York,Queens County,The Bronx,40.7119297,-73.826361,Bronx,127.28,< $500K
Townhouse,998000,6,2,2236.0,"Brooklyn, NY 11207",United States,New York,Kings County,40.6623484,-73.8914648,Brooklyn,446.33,$500K–$1M
Co-Op,6400000,3,4,2184.207862,"New York, NY 10021",New York,New York County,New York,40.7737635,-73.9644574,Manhattan,2930.12,$5M–$10M
Co-Op,385000,2,1,920.0,"Rego Park, NY 11374",New York,Queens County,Queens,40.7325379,-73.8601516,Queens,418.48,< $500K
Co-Op,250000,1,1,750.0,"Brooklyn, NY 11229",New York,Kings County,Brooklyn,40.5986758,-73.9325474,Brooklyn,333.33,< $500K
Multi-Family,1849000,6,3,2184.207862,"Bayside, NY 11361",United States,New York,Queens County,40.7688965,-73.7752498,Queens,846.53,$1M–$2M
House,449500,3,2,2184.207862,"Bronx, NY 10473",United States,New York,Bronx County,40.8112605,-73.855529,Bronx,205.8,< $500K
Multi-Family,1250000,5,2,2184.207862,"Elmhurst, NY 11373",United States,New York,Queens County,40.7324444,-73.8760359,Queens,572.29,$1M–$2M
House,1099000,7,3,2322.0,"Brooklyn, NY 11236",United States,New York,Kings County,40.6438485,-73.9016506,Brooklyn,473.3,$1M–$2M
House,1900000,4,2,1400.0,"Flushing, NY 11367",United States,New York,Queens County,40.7230171,-73.8231693,Queens,1357.14,$1M–$2M
Condo,2500000,2,2,1250.0,"New York, NY 10036",United States,New York,New York County,40.7578531,-73.9923304,Manhattan,2000.0,$2M–$5M
House,1288000,3,3,1696.0,"College Point, NY 11356",United States,New York,Queens County,40.788704,-73.84908,Queens,759.43,$1M–$2M
Co-Op,1150000,1,1,2184.207862,"New York, NY 10023",New York,New York County,New York,40.7717316,-73.9797209,Manhattan,526.51,$1M–$2M
Condo,825000,3,2,2184.207862,"Woodside, NY 11377",New York,Queens County,Queens,40.7407971,-73.9021337,Queens,377.71,$500K–$1M
Townhouse,4195000,5,4,2184.207862,"Brooklyn, NY 11238",United States,New York,Kings County,40.6847934,-73.965911,Brooklyn,1920.6,$2M–$5M
Condo,875000,2,1,922.0,"Brooklyn, NY 11237",United States,New York,Kings County,40.6965975,-73.9071739,Brooklyn,949.02,$500K–$1M
Co-Op,297000,1,1,2184.207862,"Brooklyn, NY 11214",United States,New York,Kings County,40.6013587,-74.0073583,Brooklyn,135.98,< $500K
Condo,485000,1,1,575.0,"Rego Park, NY 11374",New York,Queens County,Queens,40.7245332,-73.8696876,Queens,843.48,< $500K
Co-Op,230000,2,1,800.0,"Bronx, NY 10471",New York,Bronx County,The Bronx,40.9117719,-73.9024392,Bronx,287.5,< $500K
